meter_number,poc_number,total_blank_periods,avg_monthly_units_over_blank_periods,std_monthly_units_over_blank_periods,last_blank_period_start,last_blank_period_end,last_blank_period_length,months_since_last_blank_period,total_units_before_last_blank_period,monthly_units_over_last_blank_period,longest_blank_period_start,longest_blank_period_end,longest_blank_period_length,months_since_longest_blank_period,total_units_before_longest_blank_period,monthly_units_over_longest_blank_period
7074476990,498070,13,3.610648148148148,1.684038262026674,2020-10-31,2020-12-31,2,15,14.4,7.2,2010-11-30,2011-08-31,9,127,30.3,3.37
7074507414,498105,16,3.5722916666666666,2.097160934304995,2021-03-31,2021-06-30,3,1,4.8,1.6,2018-03-31,2019-01-31,10,30,7.5,0.75
7074535738,497969,6,4.766666666666667,2.685402928591702,2020-05-31,2020-08-31,3,0,6.0,2.0,2015-07-31,2015-11-30,4,57,6.0,1.5
7075476486,497976,13,3.2240196078431373,3.0745433718530646,2016-08-31,2016-10-31,2,65,3.9,1.95,2014-05-31,2015-10-31,17,77,3.2,0.19
7075607692,498129,7,3.965031838316722,4.72887666154,2018-11-30,2019-09-30,10,0,4.7,0.47,2014-10-31,2018-05-31,43,16,2.5,0.06
7075631817,498155,16,1.680208333333333,1.030376966312977,2018-08-31,2021-02-28,30,0,4.1,0.14,2018-08-31,2021-02-28,30,0,4.1,0.14
7075633383,497975,18,4.892436974789916,2.156095774726159,2021-07-31,2022-02-28,7,1,9.6,1.37,2021-07-31,2022-02-28,7,1,9.6,1.37
7075676572,498048,16,4.939444444444445,3.905893536821972,2019-07-31,2019-09-30,2,30,3.3,1.65,2011-02-28,2011-06-30,4,129,12.1,3.02
7075717004,498089,17,2.987538299734564,3.486221453809798,2021-12-31,2022-03-31,3,0,2.25,0.75,2020-03-31,2021-04-30,13,11,2.0,0.15
7075860986,498029,17,1.931512605042017,1.1069033894849651,2021-11-30,2022-01-31,2,0,3.3,1.65,2019-11-30,2020-06-30,7,19,4.8,0.69
7076086615,497854,15,52.33990476190477,71.86923403746749,2019-01-31,2020-09-30,20,0,152.9,7.64,2019-01-31,2020-09-30,20,0,152.9,7.64
7076103691,498018,10,2.301835987401436,3.0125063712093967,2019-06-30,2021-05-31,23,4,2.2,0.1,2012-03-31,2016-02-29,47,67,37.8,0.8
7076109920,497968,11,1.779155844155844,1.3385818476607072,2020-03-31,2020-05-31,2,22,8.0,4.0,2012-07-31,2013-06-30,11,105,31.1,2.83
7076233399,497978,6,2.6057142857142854,1.9056735913410496,2021-06-30,2021-09-30,3,5,17.7,5.9,2018-07-31,2021-06-30,35,8,4.7,0.13
7076297337,498161,18,4.080092592592592,2.691546464018375,2021-11-30,2022-03-31,4,0,4.8,1.2,2013-08-31,2014-04-30,8,95,19.0,2.38
7076314587,497965,25,1.6656085490136485,1.2508741580963931,2021-12-31,2022-03-31,3,0,1.9,0.63,2015-05-31,2016-01-31,8,74,8.9,1.11
7076322259,498046,10,7.868518518518518,3.467293786265356,2015-08-31,2015-10-31,2,77,17.0,8.5,2012-06-30,2012-12-31,6,111,24.5,4.08
7076322887,497979,12,2.2673522375557265,2.689078394384324,2020-11-30,2021-02-28,3,0,3.8,1.27,2012-04-30,2015-11-30,43,63,80.9,1.88
7080323376,498022,9,2.502666666666667,2.2891937687996426,2019-11-30,2020-05-31,6,22,17.2,2.87,2012-12-31,2015-01-31,25,86,9.7,0.39
7080337566,498131,18,4.01853760287857,2.623792289159312,2021-12-31,2022-03-31,3,0,9.5,3.17,2020-04-30,2021-03-31,11,12,9.6,0.87
7080367217,497993,3,2.7003289473684213,2.0371710526315794,2014-04-30,2015-11-30,19,76,12.6,0.66,2014-04-30,2015-11-30,19,76,12.6,0.66
7096121384,497803,5,4.99,1.5438264151127872,2012-10-31,2012-12-31,2,0,6.3,3.15,2011-07-31,2011-09-30,2,15,15.1,7.55
7099377231,498023,28,6.771089029413084,3.5133531991358367,2021-12-31,2022-02-28,2,0,7.45,3.72,2020-02-29,2020-05-31,3,21,7.4,2.47
7099606084,498066,9,14.6125,6.350086121463235,2020-10-31,2020-12-31,2,15,20.8,10.4,2012-09-30,2012-11-30,2,112,13.6,6.8
7099623105,498021,19,8.150925925925925,5.9859466907613275,2021-01-31,2021-03-31,2,12,3.8,1.9,2014-12-31,2015-04-30,4,83,31.6,7.9
7099625514,498063,23,3.774466403162055,4.424954227593376,2021-08-31,2021-11-30,3,1,2.0,0.67,2013-03-31,2014-02-28,11,94,1.3,0.12
7100242895,498073,1,79.8,0.0,2015-02-28,2015-04-30,2,0,159.6,79.8,2015-02-28,2015-04-30,2,0,159.6,79.8
7100261358,498103,5,3.81875,1.4747219017496147,2019-09-30,2019-11-30,2,28,9.6,4.8,2012-09-30,2013-01-31,4,110,5.1,1.27
7100265037,498027,6,3.0714285714285707,2.6836504228078466,2021-04-30,2021-06-30,2,9,15.3,7.65,2012-12-31,2017-08-31,56,55,3.2,0.06
7100398606,498114,8,1.146923076923077,0.7190732036373968,2017-08-31,2018-09-30,13,0,2.8,0.22,2017-08-31,2018-09-30,13,0,2.8,0.22
7100437115,498086,14,2.4549539015127357,1.653866477109531,2021-12-31,2022-02-28,2,0,5.7,2.85,2015-12-31,2016-05-31,5,69,40.3,8.06
7100475180,498120,3,2.1,1.1,2020-04-30,2020-06-30,2,21,2.0,1.0,2014-09-30,2014-11-30,2,88,6.4,3.2
7100610380,498117,11,1.5243333333333333,1.1577881690725829,2018-03-31,2018-05-31,2,46,9.4,4.7,2015-11-30,2016-11-30,12,64,9.2,0.77
7100633697,498028,13,2.639529914529914,1.4510770445038843,2018-02-28,2019-08-31,18,0,1.9,0.11,2018-02-28,2019-08-31,18,0,1.9,0.11
7100652630,498123,6,2.9597222222222226,4.049458173251525,2019-07-31,2019-09-30,2,28,2.2,1.1,2012-08-31,2014-04-30,20,93,28.5,1.42
14102656171,497879,29,5.605616346498709,2.341454102917218,2021-12-31,2022-02-28,2,1,9.5,4.75,2020-02-29,2020-06-30,4,21,16.7,4.18
14102656205,497891,13,91.58467464964566,12.17060029779687,2022-01-31,2022-03-31,2,0,176.65,88.33,2017-06-30,2017-10-31,4,53,396.5,99.12
14102699759,497845,13,2.3401579115685407,1.8151405485395558,2022-01-31,2022-03-31,2,0,16.68,8.34,2013-09-30,2013-12-31,3,99,3.2,1.07
14102718823,498110,28,1.0864795918367345,0.35406312358910985,2021-08-31,2021-11-30,3,3,4.3,1.43,2017-12-31,2018-07-31,7,43,4.7,0.67
14102792489,497852,11,4.005,3.4931683326172527,2020-03-31,2020-05-31,2,22,2.0,1.0,2013-10-31,2013-12-31,2,99,22.0,11.0
14103001450,498353,15,2.6133046498301464,1.043006785950364,2021-12-31,2022-03-31,3,0,5.7,1.9,2019-01-31,2019-07-31,6,32,20.7,3.45
14103009776,498026,6,5.093333333333333,2.6160530065985537,2020-08-31,2020-10-31,2,17,9.6,4.8,2013-12-31,2014-03-31,3,96,6.4,2.13
14103010576,497951,5,1.0,0.23570226039551584,2021-06-30,2021-09-30,3,6,2.0,0.67,2020-03-31,2020-06-30,3,21,4.0,1.33
14103017621,498128,9,8.079100030682923,4.405020058755959,2022-01-31,2022-03-31,2,0,16.67,8.34,2020-10-31,2021-02-28,4,13,16.7,4.18
14103024262,498132,17,2.4687982204383645,0.636990447816541,2021-12-31,2022-03-31,3,0,5.7,1.9,2021-02-28,2021-07-31,5,8,9.6,1.92
14103096930,400922,5,20.5258083595089,12.269442554340332,2022-01-31,2022-03-31,2,0,74.46,37.23,2013-09-30,2019-06-30,69,33,17.2,0.25
14103169554,507268,6,8.418055555555556,8.35997189082787,2020-01-31,2020-03-31,2,23,18.8,9.4,2014-06-30,2014-10-31,4,88,6.3,1.58
14103233277,497956,13,5.9268403360485005,2.1181561259705086,2021-11-30,2022-01-31,2,0,9.5,4.75,2014-04-30,2014-06-30,2,91,18.9,9.45
14103246204,498374,14,9.698214285714286,5.03275400577587,2021-10-31,2022-02-28,4,0,16.7,4.18,2021-10-31,2022-02-28,4,0,16.7,4.18
14103251550,498042,4,4.0375,2.4298598210596425,2020-09-30,2021-03-31,6,0,9.6,1.6,2020-09-30,2021-03-31,6,0,9.6,1.6
14103254315,498354,3,3.366666666666667,1.6519348924485155,2017-01-31,2017-04-30,3,58,6.9,2.3,2017-01-31,2017-04-30,3,58,6.9,2.3
14103263993,497957,5,2.638571428571429,2.0244455023133456,2018-10-31,2018-12-31,2,37,5.6,2.8,2015-03-31,2015-10-31,7,75,3.8,0.54
14235575793,499073,6,9.3,1.6745148551147582,2021-08-31,2021-10-31,2,5,18.7,9.35,2019-09-30,2019-11-30,2,28,12.5,6.25
14235576668,498092,20,1.6689999999999998,0.6277040172990238,2021-05-31,2022-01-31,8,0,4.8,0.6,2021-05-31,2022-01-31,8,0,4.8,0.6
14235638369,498921,15,2.5910714285714285,1.255687316872756,2021-07-31,2021-09-30,2,6,4.8,2.4,2019-11-30,2020-03-31,4,24,3.5,0.88
14235639136,498982,7,5.538095238095238,5.180356014346326,2021-09-30,2021-12-31,3,2,11.6,3.87,2016-04-30,2016-08-31,4,66,72.0,18.0
14235645448,497840,9,1.2374338624338623,0.8373856707782947,2018-05-31,2018-12-31,7,14,4.4,0.63,2018-05-31,2018-12-31,7,14,4.4,0.63
14235718559,497989,4,2.3833333333333333,0.6328945848682509,2020-08-31,2020-10-31,2,17,6.3,3.15,2020-03-31,2020-06-30,3,21,4.8,1.6
14235823862,497997,11,1.1353679653679654,0.8596468437541444,2021-11-30,2022-01-31,2,1,3.8,1.9,2019-10-31,2020-12-31,14,14,2.6,0.19
14235824597,499122,14,5.748717948717949,2.275702779949372,2020-01-31,2020-04-30,3,23,16.7,5.57,2018-12-31,2019-03-31,3,36,9.5,3.17
14235824605,497816,3,1.05,0.3500000000000001,2016-05-31,2016-08-31,3,67,4.2,1.4,2016-05-31,2016-08-31,3,67,4.2,1.4
14235858587,498005,3,0.5007619047619049,0.43367885753622226,2019-08-31,2021-09-30,25,0,2.2,0.09,2019-08-31,2021-09-30,25,0,2.2,0.09
14235904431,499053,3,5.550000000000001,1.1499999999999997,2019-08-31,2019-10-31,2,29,8.8,4.4,2016-04-30,2016-11-30,7,64,46.9,6.7
14235905800,499059,16,167.76110119047618,99.94942286991254,2021-07-31,2021-11-30,4,1,345.8,86.45,2020-05-31,2020-12-31,7,12,342.4,48.91
14235912293,498061,6,9.605,5.872176626544312,2021-08-31,2021-10-31,2,0,7.8,3.9,2020-01-31,2021-04-30,15,6,4.2,0.28
14235912699,498593,5,1.6093333333333333,1.2484130370639002,2021-08-31,2021-12-31,4,0,2.0,0.5,2020-03-31,2020-08-31,5,16,7.6,1.52
14235928133,498920,16,2.212455182026271,0.4847693348925008,2021-12-31,2022-03-31,3,0,9.5,3.17,2016-11-30,2017-02-28,3,61,4.6,1.53
14235928380,498489,3,3.483333333333334,2.816666666666667,2020-02-29,2020-05-31,3,22,2.0,0.67,2020-02-29,2020-05-31,3,22,2.0,0.67
14236010568,498167,11,7.660833333333334,2.4906102833107657,2020-12-31,2021-02-28,2,13,9.6,4.8,2018-07-31,2018-11-30,4,40,11.5,2.88
14236011012,499099,8,2.015748299319728,1.2809071915540886,2021-05-31,2021-12-31,7,3,18.7,2.67,2020-06-30,2021-01-31,7,14,7.4,1.06
14236011178,499052,12,5.158484848484848,2.8454203373552875,2021-08-31,2021-10-31,2,5,14.8,7.4,2016-10-31,2017-03-31,5,60,37.3,7.46
14236011293,499079,18,2.4688888888888885,0.9088106119511709,2021-07-31,2021-12-31,5,0,9.6,1.92,2019-03-31,2019-09-30,6,27,9.6,1.6
14236011301,499090,10,5.188888888888888,1.3042191741885212,2021-10-31,2021-12-31,2,3,11.3,5.65,2017-08-31,2017-10-31,2,53,3.0,1.5
14236031895,499113,12,1.9252256069733196,1.9554065673562842,2021-12-31,2022-03-31,3,0,5.96,1.99,2020-01-31,2020-04-30,3,23,2.0,0.67
14236091311,497992,4,14.937500000000002,20.086014257437938,2021-10-31,2021-12-31,2,2,4.8,2.4,2018-03-31,2018-05-31,2,45,99.3,49.65
14236093135,497983,13,1.3732867132867133,1.089008385927484,2021-09-30,2021-11-30,2,2,3.8,1.9,2019-11-30,2020-11-30,12,14,2.2,0.18
14236099090,497964,11,1.6613636363636366,0.6410049000670814,2021-11-30,2022-01-31,2,0,4.8,2.4,2020-10-31,2021-02-28,4,11,1.5,0.38
14236100377,498162,10,12.845612885098195,24.85983353961,2021-12-31,2022-02-28,2,0,4.75,2.37,2019-07-31,2019-12-31,5,26,9.6,1.92
14236207800,499089,13,1.1426739926739926,0.6672181533322576,2021-10-31,2022-01-31,3,0,4.8,1.6,2019-12-31,2020-11-30,11,14,2.2,0.2
14236226917,499060,21,2.7139682539682535,0.8842481749888013,2021-08-31,2022-01-31,5,0,8.6,1.72,2017-02-28,2017-07-31,5,54,10.4,2.08
14236247731,499074,4,1.412304359483282,0.6629566351469586,2021-12-31,2022-02-28,2,1,3.72,1.86,2020-03-31,2020-11-30,8,16,3.8,0.48
14236248028,499066,8,3.8481677869937947,1.334923616228647,2021-12-31,2022-03-31,3,0,12.35,4.12,2016-04-30,2017-09-30,17,54,23.0,1.35
14236271947,399051,2,49.050000000000004,0.0,2018-02-28,2018-04-30,2,47,98.1,49.05,2018-02-28,2018-04-30,2,47,98.1,49.05
14291334408,717549,18,2.1777777777777776,0.3304971937274633,2021-11-30,2022-01-31,2,0,4.8,2.4,2017-12-31,2018-03-31,3,46,5.7,1.9
14291355825,733484,9,0.6091269841269841,0.26251072276507387,2021-05-31,2021-12-31,7,0,2.5,0.36,2018-09-30,2019-04-30,7,32,2.4,0.34
14291401306,717955,13,1.3323593837406082,0.822642830597255,2021-12-31,2022-03-31,3,0,2.14,0.71,2021-03-31,2021-08-31,5,7,2.5,0.5
14291405281,498031,12,2.5896969696969703,0.8935294386127325,2021-04-30,2021-07-31,3,8,9.6,3.2,2020-08-31,2021-02-28,6,13,4.8,0.8
14291481845,717725,12,2.8954545454545455,1.5056642366040411,2021-06-30,2021-08-31,2,7,4.8,2.4,2018-04-30,2018-06-30,2,45,15.1,7.55
14291516582,733523,8,1.2937500000000002,1.0472827771322213,2021-08-31,2021-12-31,4,0,9.4,2.35,2019-09-30,2020-03-31,6,21,2.2,0.37
14291521400,715311,5,3.1875,2.7005497125585376,2021-07-31,2021-09-30,2,6,2.0,1.0,2020-06-30,2020-11-30,5,16,20.0,4.0
14291525161,498057,12,2.119444444444444,0.39894730305804044,2021-09-30,2021-11-30,2,0,4.8,2.4,2019-11-30,2020-02-29,3,21,4.8,1.6
14291634229,735299,7,0.7916666666666666,0.6832607394657169,2021-01-31,2021-05-31,4,0,9.4,2.35,2020-03-31,2020-08-31,5,9,2.0,0.4
14292003572,831502,2,0.75,0.0,2018-10-31,2019-02-28,4,37,3.0,0.75,2018-10-31,2019-02-28,4,37,3.0,0.75
14292007771,857483,12,0.9916397758824292,0.3267224142008799,2021-12-31,2022-02-28,2,0,2.85,1.42,2019-01-31,2019-06-30,5,32,2.5,0.5
14292007797,836138,1,2.95,0.0,2018-08-31,2018-12-31,4,37,11.8,2.95,2018-08-31,2018-12-31,4,37,11.8,2.95
14292015436,924755,4,1.3333333333333333,0.47842333648024404,2021-02-28,2021-04-30,2,11,1.8,0.9,2020-01-31,2020-03-31,2,24,2.2,1.1
14292016756,866800,2,6.65,0.0,2019-05-31,2019-07-31,2,32,13.3,6.65,2019-05-31,2019-07-31,2,32,13.3,6.65
14292016798,872060,3,0.30357142857142855,0.19642857142857145,2021-10-31,2022-01-31,3,2,1.5,0.5,2020-08-31,2021-10-31,14,5,1.5,0.11
14292016814,868954,1,0.12222222222222223,0.0,2019-03-31,2019-12-31,9,0,1.1,0.12,2019-03-31,2019-12-31,9,0,1.1,0.12
14296842181,738279,6,5.125000000000001,0.5665686189686117,2020-11-30,2021-01-31,2,14,9.6,4.8,2020-01-31,2020-05-31,4,22,19.9,4.98
14296945174,120081802306,6,2.6666666666666665,0.9977753031397177,2021-11-30,2022-01-31,2,1,4.8,2.4,2021-08-31,2021-11-30,3,3,4.8,1.6
14297057920,813703,6,2.4416666666666664,2.109189549461014,2021-05-31,2021-10-31,5,0,2.0,0.4,2019-07-31,2020-02-29,7,20,8.4,1.2
14318486538,888131,3,1.0,0.2273030282830976,2021-10-31,2021-12-31,2,0,2.1,1.05,2021-07-31,2021-10-31,3,2,2.1,0.7
14318550606,890486,4,1.4777777777777779,0.6690697429922042,2020-11-30,2021-02-28,3,13,2.5,0.83,2019-01-31,2019-09-30,8,30,9.6,1.2
14318683506,888829,2,6.333333333333333,0.7666666666666666,2021-09-30,2021-11-30,2,3,14.2,7.1,2021-06-30,2021-09-30,3,5,16.7,5.57
14318725109,890504,11,1.1727272727272728,0.28641574000896874,2021-06-30,2021-08-31,2,1,2.5,1.25,2020-01-31,2020-07-31,6,14,2.5,0.42
14318729440,888820,3,0.8738095238095238,0.26600683673208214,2020-03-31,2021-05-31,14,0,9.6,0.69,2020-03-31,2021-05-31,14,0,9.6,0.69
14318757888,498606,1,4.3,0.0,2019-08-31,2019-10-31,2,26,8.6,4.3,2019-08-31,2019-10-31,2,26,8.6,4.3
14318805679,890493,7,0.5702380952380952,0.25942003167540306,2021-10-31,2022-01-31,3,0,2.5,0.83,2020-03-31,2020-10-31,7,15,2.1,0.3
14318833713,758479,7,1.9624615845939466,0.9187125595198737,2021-11-30,2022-01-31,2,1,2.37,1.19,2019-04-30,2019-06-30,2,32,2.5,1.25
14318874428,740363,9,1.5907407407407406,0.5625180990839157,2021-11-30,2022-01-31,2,1,2.5,1.25,2019-08-31,2019-11-30,3,27,4.8,1.6
14318875243,746296,4,0.6726190476190477,0.19443432108406045,2020-04-30,2020-07-31,3,0,2.5,0.83,2019-03-31,2019-10-31,7,9,2.5,0.36
14318914216,737241,9,1.186155664852152,0.952246935482363,2021-12-31,2022-02-28,2,0,1.86,0.93,2019-11-30,2020-08-31,9,18,2.2,0.24
14334069821,120030300837,4,0.6583333333333333,0.3682729965664059,2021-02-28,2021-12-31,10,0,2.5,0.25,2021-02-28,2021-12-31,10,0,2.5,0.25
14334076750,498087,2,0.8333333333333333,0.1666666666666667,2020-07-31,2020-10-31,3,1,2.0,0.67,2020-07-31,2020-10-31,3,1,2.0,0.67
14334088557,119053008507,10,4.386666666666667,0.9696734845640912,2021-10-31,2021-12-31,2,2,9.6,4.8,2019-07-31,2019-10-31,3,28,4.8,1.6
14334180644,120030300497,8,0.8476190476190475,0.3262860478690648,2021-08-31,2021-12-31,4,3,1.2,0.3,2021-04-30,2021-08-31,4,7,2.2,0.55
14334194819,120030300438,2,10.200000000000001,0.0,2020-04-30,2020-06-30,2,21,20.4,10.2,2020-04-30,2020-06-30,2,21,20.4,10.2
14334202398,120030300829,4,0.9166666666666667,0.19543398999264286,2021-11-30,2022-02-28,3,0,2.5,0.83,2021-04-30,2021-07-31,3,7,2.5,0.83
14334215358,119062702602,9,1.2249999999999999,0.11989578808281794,2020-10-31,2020-12-31,2,15,2.5,1.25,2019-07-31,2019-09-30,2,30,2.5,1.25
14334220598,120031802445,8,7.245833333333334,1.7406047400576363,2021-11-30,2022-01-31,2,0,18.8,9.4,2020-03-31,2020-07-31,4,18,18.8,4.7
14334224251,120020604447,3,0.7666666666666666,0.3771236166328254,2021-04-30,2021-06-30,2,3,2.6,1.3,2020-08-31,2020-12-31,4,9,2.0,0.5
14334224517,120062308759,1,2.3733788161320644,0.0,2022-01-31,2022-03-31,2,0,4.75,2.37,2022-01-31,2022-03-31,2,0,4.75,2.37
14334279198,119053008817,1,2.611908402746778,0.0,2021-12-31,2022-02-28,2,0,5.22,2.61,2021-12-31,2022-02-28,2,0,5.22,2.61
14334365328,119052907087,8,0.6106278426749207,0.2980080321195078,2022-01-31,2022-03-31,2,0,2.37,1.19,2020-05-31,2020-10-31,5,17,1.2,0.24
14334365518,119052907680,6,0.5709920634920634,0.32732829061776847,2021-08-31,2022-03-31,7,0,1.5,0.21,2021-08-31,2022-03-31,7,0,1.5,0.21
14334366136,119053008744,7,0.8107142857142857,0.10771013844064306,2021-01-31,2022-01-31,12,0,8.6,0.72,2021-01-31,2022-01-31,12,0,8.6,0.72
14334366334,119052907710,7,0.45584429769514345,0.17515542026631062,2021-12-31,2022-02-28,2,0,1.42,0.71,2019-10-31,2020-12-31,14,14,2.5,0.18
14334368769,119053008787,11,1.0075757575757576,0.1928473039599675,2021-11-30,2022-01-31,2,0,2.0,1.0,2021-01-31,2021-04-30,3,9,2.0,0.67
14334380434,119060502924,9,1.0994444444444444,0.5297297237713905,2021-07-31,2021-09-30,2,0,2.0,1.0,2020-12-31,2021-05-31,5,4,2.1,0.42
14334380889,119052907702,6,1.06875,0.26942744075786584,2021-02-28,2021-10-31,8,0,4.5,0.56,2021-02-28,2021-10-31,8,0,4.5,0.56
14334381119,119053008809,8,0.8205846638236439,0.42579806177445134,2021-12-31,2022-02-28,2,0,2.85,1.42,2020-03-31,2020-08-31,5,18,1.2,0.24
14334383057,119052907745,10,0.8574999999999999,0.18931345259472007,2021-10-31,2022-01-31,3,0,2.5,0.83,2020-04-30,2020-08-31,4,17,2.5,0.62
14334385748,119053008892,4,1.25,0.0,2020-06-30,2020-08-31,2,19,2.5,1.25,2019-06-30,2019-08-31,2,31,2.5,1.25
14334386175,119053008701,3,4.793077730394066,1.1430777303940662,2021-12-31,2022-02-28,2,1,11.87,5.94,2020-05-31,2020-07-31,2,20,7.3,3.65
14334386597,119061203671,3,0.545,0.45499999999999996,2020-03-31,2021-11-30,20,4,1.8,0.09,2020-03-31,2021-11-30,20,4,1.8,0.09
14334386746,119060300396,8,1.2142857142857142,0.08748177652797065,2021-10-31,2021-12-31,2,3,2.5,1.25,2020-06-30,2020-08-31,2,19,2.5,1.25
14334390524,119053008884,5,0.4004761904761905,0.14606245363820158,2021-09-30,2022-02-28,5,0,2.0,0.4,2020-06-30,2021-02-28,8,12,2.0,0.25
14334392991,119053008736,10,0.9175000000000001,0.19150174063612752,2021-09-30,2022-01-31,4,1,2.5,0.62,2021-09-30,2022-01-31,4,1,2.5,0.62
14334393437,119053008477,3,0.4444444444444445,0.2779999111821512,2020-11-30,2021-10-31,11,0,2.2,0.2,2020-11-30,2021-10-31,11,0,2.2,0.2
14334393932,119052907672,7,0.7416666666666666,0.1748582192102986,2021-08-31,2022-01-31,5,0,2.0,0.4,2021-08-31,2022-01-31,5,0,2.0,0.4
14334396422,119052907796,2,0.153125,0.0031250000000000097,2020-05-31,2021-09-30,16,0,2.5,0.16,2020-05-31,2021-09-30,16,0,2.5,0.16
14334400034,119053008728,3,2.95,0.8000000000000002,2021-05-31,2021-07-31,2,8,7.5,3.75,2019-10-31,2019-12-31,2,27,4.3,2.15
14334401057,119053008711,4,2.893897758824293,0.7043025581115253,2021-12-31,2022-02-28,2,1,7.12,3.56,2020-02-29,2020-07-31,5,20,9.6,1.92
14334401420,119053008825,4,0.6854166666666667,0.23365862741757829,2020-06-30,2020-09-30,3,0,2.0,0.67,2020-01-31,2020-06-30,5,3,2.0,0.4
14340168344,119102300286,4,0.45,0.1224744871391589,2021-08-31,2022-02-28,6,1,1.8,0.3,2021-08-31,2022-02-28,6,1,1.8,0.3
14340168351,119101603099,7,1.082096758655593,0.2402394659472338,2021-12-31,2022-02-28,2,0,2.85,1.42,2020-08-31,2020-11-30,3,15,2.5,0.83
14340168724,119101803462,6,0.85,0.35512126254437526,2021-06-30,2021-11-30,5,4,2.5,0.5,2020-07-31,2021-01-31,6,14,2.5,0.42
14340182261,119101803403,7,1.3726190476190478,0.42586779484343174,2021-07-31,2021-11-30,4,0,4.8,1.2,2021-01-31,2021-07-31,6,4,4.3,0.72
14340185009,119101603323,4,1.0833333333333333,0.18002057495577392,2020-04-30,2020-07-31,3,20,3.5,1.17,2020-01-31,2020-04-30,3,23,2.5,0.83
14340185595,119100102495,2,0.35624999999999996,0.04374999999999997,2020-07-31,2020-10-31,3,9,1.2,0.4,2019-11-30,2020-07-31,8,12,2.5,0.31
14340186320,119101803713,9,1.193025676906403,0.0926314527600654,2021-11-30,2022-01-31,2,1,2.37,1.19,2020-02-29,2020-04-30,2,22,2.5,1.25
14340205260,119080801601,5,2.3499999999999996,0.8223442101699263,2021-03-31,2021-05-31,2,10,7.3,3.65,2020-02-29,2020-04-30,2,23,2.9,1.45
14340208298,119081402921,8,1.023809523809524,0.280710145775038,2021-11-30,2022-02-28,3,1,2.5,0.83,2020-07-31,2020-12-31,5,15,2.5,0.5
14340208819,119062701551,1,0.5,0.0,2021-09-30,2021-12-31,3,3,1.5,0.5,2021-09-30,2021-12-31,3,3,1.5,0.5
14340208868,119091203720,3,1.0416666666666667,0.45005143738943476,2020-10-31,2021-01-31,3,4,2.5,0.83,2020-06-30,2020-10-31,4,7,2.5,0.62
14340208934,119062702955,2,1.25,0.0,2021-09-30,2021-11-30,2,3,2.5,1.25,2021-05-31,2021-07-31,2,7,2.5,1.25
14340213744,119082102350,7,2.392764945882615,0.25398345095630775,2021-12-31,2022-02-28,2,0,5.7,2.85,2019-09-30,2019-11-30,2,27,4.8,2.4
14340213942,765731,1,1.5,0.0,2019-12-31,2020-02-29,2,0,3.0,1.5,2019-12-31,2020-02-29,2,0,3.0,1.5
14340214064,498159,2,0.7733333333333333,0.29333333333333333,2021-02-28,2021-11-30,9,0,9.6,1.07,2020-04-30,2021-02-28,10,9,4.8,0.48
14340214080,119081405155,7,1.1766699154380045,0.6028346281097974,2022-01-31,2022-03-31,2,0,2.37,1.19,2021-07-31,2021-11-30,4,4,2.0,0.5
14340214130,119080701036,2,0.35129870129870133,0.005844155844155832,2020-07-31,2021-06-30,11,0,3.8,0.35,2020-07-31,2021-06-30,11,0,3.8,0.35
14340214387,119062702939,9,0.9481481481481482,0.2684482666721592,2021-10-31,2021-12-31,2,0,2.5,1.25,2020-03-31,2020-09-30,6,15,2.1,0.35
14340214494,498626,5,1.9766666666666666,0.7281330769699847,2021-08-31,2021-12-31,4,2,9.6,2.4,2019-12-31,2020-09-30,9,17,4.8,0.53
14340224758,497801,5,1.0115,0.1424394608245903,2021-08-31,2022-01-31,5,0,4.8,0.96,2019-09-30,2020-05-31,8,20,9.1,1.14
14340229179,119102402356,3,1.045,0.8050000000000002,2021-05-31,2021-10-31,5,5,1.2,0.24,2021-05-31,2021-10-31,5,5,1.2,0.24
14340229336,119062703226,7,1.3041666666666667,0.2228679853386055,2021-10-31,2021-12-31,2,3,2.5,1.25,2020-12-31,2021-04-30,4,11,7.1,1.78
14340233940,119091202112,2,0.25625,0.006249999999999992,2021-05-31,2022-01-31,8,0,2.1,0.26,2020-07-31,2021-05-31,10,8,2.5,0.25
14340234054,119091202384,7,0.9350345337257302,0.690132791980315,2021-12-31,2022-02-28,2,0,5.22,2.61,2019-12-31,2020-04-30,4,22,2.1,0.52
14340234245,119091202066,6,0.9143518518518517,0.3528048132928162,2021-08-31,2021-12-31,4,1,2.5,0.62,2020-11-30,2021-08-31,9,5,2.5,0.28
14340234641,740810,8,0.9635013304903106,0.3162221080386364,2021-12-31,2022-02-28,2,0,2.85,1.42,2020-07-31,2020-12-31,5,14,2.5,0.5
14340234815,498695,6,1.26,0.31198290551460234,2021-07-31,2021-11-30,4,0,4.8,1.2,2019-11-30,2020-04-30,5,19,4.3,0.86
14340236414,119091202171,7,0.8766699154380045,0.24325592053017983,2022-01-31,2022-03-31,2,0,2.37,1.19,2021-01-31,2021-06-30,5,9,3.5,0.7
14340236794,119091202120,2,0.4083333333333333,0.00833333333333336,2021-07-31,2022-01-31,6,0,2.5,0.42,2020-07-31,2021-07-31,12,6,4.8,0.4
14340237008,855027,2,1.1683333333333332,0.7516666666666666,2021-08-31,2022-01-31,5,0,9.6,1.92,2020-07-31,2021-01-31,6,12,2.5,0.42
