meter_number,poc_number,total_blank_periods,avg_monthly_units_over_blank_periods,std_monthly_units_over_blank_periods,last_blank_period_start,last_blank_period_end,last_blank_period_length,months_since_last_blank_period,total_units_before_last_blank_period,monthly_units_over_last_blank_period,longest_blank_period_start,longest_blank_period_end,longest_blank_period_length,months_since_longest_blank_period,total_units_before_longest_blank_period,monthly_units_over_longest_blank_period
14340244251,119081403284,6,0.6923611111111111,0.26820753463652447,2021-01-31,2021-09-30,8,4,1.5,0.19,2021-01-31,2021-09-30,8,4,1.5,0.19
14340244632,915913,7,0.8369047619047619,0.38353662163612806,2021-08-31,2022-02-28,6,0,3.0,0.5,2021-08-31,2022-02-28,6,0,3.0,0.5
14340252247,119062902350,9,0.9022849361656624,0.3742621120057405,2021-12-31,2022-02-28,2,0,2.37,1.19,2021-02-28,2021-07-31,5,7,1.5,0.3
14340252254,119063002027,3,0.21805555555555556,0.058564357339744494,2021-05-31,2021-10-31,5,0,1.5,0.3,2020-05-31,2021-02-28,9,8,1.5,0.17
14340256354,119091202163,4,0.373452380952381,0.049232631869689104,2021-09-30,2022-02-28,5,0,2.1,0.42,2020-01-31,2020-08-31,7,18,2.5,0.36
14340262006,119101803314,6,1.0419973544973544,0.6437894317915543,2021-07-31,2022-02-28,7,0,1.2,0.17,2020-10-31,2021-07-31,9,7,2.0,0.22
14340263160,119101803551,7,1.288095238095238,0.08670067360015771,2021-10-31,2021-12-31,2,0,3.0,1.5,2021-03-31,2021-06-30,3,6,3.8,1.27
14340263178,119111803444,11,1.3322757162169436,0.5140103482973452,2021-12-31,2022-02-28,2,1,2.51,1.26,2020-02-29,2020-05-31,3,22,2.5,0.83
14340263186,119101803624,5,1.53,0.4456455991031438,2021-11-30,2022-01-31,2,1,3.0,1.5,2020-11-30,2021-01-31,2,13,4.8,2.4
14340263194,119101803683,9,1.3707432675628926,0.6013121476297612,2022-01-31,2022-03-31,2,0,2.37,1.19,2021-02-28,2021-07-31,5,8,2.5,0.5
14340268557,119102101844,4,0.5416666666666665,0.14790199457749037,2021-08-31,2021-11-30,3,1,1.7,0.57,2020-03-31,2020-07-31,4,17,1.2,0.3
14340282004,119101804124,8,1.586093487325121,0.6436383799855202,2021-12-31,2022-02-28,2,0,4.75,2.37,2020-08-31,2021-03-31,7,11,2.9,0.41
14340283820,119102300340,2,1.2713481152429211,0.2713481152429211,2022-01-31,2022-03-31,2,0,3.09,1.54,2021-04-30,2021-06-30,2,9,2.0,1.0
14340284216,834773,2,0.32,0.23,2020-02-29,2021-10-31,20,0,1.8,0.09,2020-02-29,2021-10-31,20,0,1.8,0.09
14340289223,119101803446,4,2.8000000000000003,0.42426406871192845,2020-09-30,2020-11-30,2,16,5.0,2.5,2019-10-31,2019-12-31,2,27,5.0,2.5
14340291948,119102300359,6,1.9333333333333336,0.6018490028422596,2021-11-30,2022-01-31,2,0,2.1,1.05,2020-09-30,2020-11-30,2,14,4.9,2.45
14340294736,119102300936,9,0.9976311457229206,0.2306986366656239,2022-01-31,2022-03-31,2,0,1.42,0.71,2021-06-30,2021-09-30,3,6,2.0,0.67
14340295634,865366,5,7.497142857142856,4.064755712495842,2021-08-31,2021-10-31,2,0,28.7,14.35,2020-02-29,2020-09-30,7,13,18.8,2.69
14340307439,119062702270,8,0.5800595238095239,0.12820542868554533,2021-10-31,2022-02-28,4,0,2.5,0.62,2020-02-29,2020-09-30,7,17,2.5,0.36
14340307447,119062702459,10,1.0616960168184586,0.2855217081064758,2022-01-31,2022-03-31,2,0,2.8,1.4,2019-08-31,2019-11-30,3,28,4.8,1.6
14340307587,119062702580,8,1.13,0.2565707922359273,2021-10-31,2021-12-31,2,3,2.5,1.25,2020-01-31,2020-06-30,5,21,4.8,0.96
14340307686,119080701796,2,0.18666666666666665,0.10333333333333333,2020-09-30,2022-03-31,18,0,1.5,0.08,2020-09-30,2022-03-31,18,0,1.5,0.08
14340307801,119081405661,4,1.0944444444444446,0.6403606237075027,2021-08-31,2021-10-31,2,5,3.8,1.9,2019-12-31,2020-06-30,6,21,2.0,0.33
14340308205,119080801944,13,1.307026459788909,0.3563720741566976,2021-12-31,2022-02-28,2,0,2.85,1.42,2020-12-31,2021-03-31,3,11,2.0,0.67
14340308338,119081403421,3,1.767857142857143,0.24185718504767167,2021-07-31,2022-02-28,7,0,10.0,1.43,2020-06-30,2021-02-28,8,12,15.8,1.98
14340308569,119080701771,2,16.05,0.0,2021-01-31,2021-03-31,2,12,32.1,16.05,2021-01-31,2021-03-31,2,12,32.1,16.05
14340308593,119091202661,2,0.875,0.125,2020-05-31,2020-07-31,2,19,2.0,1.0,2020-02-29,2020-04-30,2,22,1.5,0.75
14340308866,740592,11,1.6992130888414385,0.4736721146345241,2021-12-31,2022-02-28,2,0,2.85,1.42,2019-10-31,2020-01-31,3,25,4.8,1.6
14340308882,119080901604,4,1.375,0.414578098794425,2020-08-31,2020-10-31,2,13,2.0,1.0,2019-11-30,2020-01-31,2,22,4.0,2.0
14340308940,119102202896,1,0.24444444444444446,0.0,2019-10-31,2020-07-31,9,1,2.2,0.24,2019-10-31,2020-07-31,9,1,2.2,0.24
14340309096,119062701460,13,1.2728897758824294,0.3888256743875594,2021-12-31,2022-02-28,2,1,2.85,1.42,2019-12-31,2020-04-30,4,23,4.8,1.2
14340324921,119080703111,10,0.725,0.1504622507105649,2021-11-30,2022-01-31,2,0,1.5,0.75,2021-01-31,2021-05-31,4,8,1.5,0.38
14340325084,119080705937,7,1.417142857142857,0.5483928280690322,2021-09-30,2021-12-31,3,0,4.8,1.6,2020-03-31,2020-08-31,5,16,4.8,0.96
14340325217,119080701680,6,0.7718253968253967,0.4534269791788044,2021-11-30,2022-01-31,2,0,1.5,0.75,2020-03-31,2020-10-31,7,15,1.5,0.21
14340325233,119080701370,6,0.6527777777777778,0.1826798116384153,2021-03-31,2021-07-31,4,0,2.0,0.5,2020-04-30,2020-08-31,4,11,2.0,0.5
14340325464,119080701354,5,1.0936666666666666,0.3582277363788448,2021-10-31,2021-12-31,2,0,2.9,1.45,2020-09-30,2021-10-31,13,2,20.8,1.6
14340328278,119062702203,8,1.39625,0.6063127115331383,2021-06-30,2021-11-30,5,0,4.3,0.86,2020-08-31,2021-01-31,5,10,4.8,0.96
14340335596,119080701648,3,1.8,0.5887840577551898,2020-12-31,2021-02-28,2,9,4.0,2.0,2019-08-31,2019-10-31,2,25,2.0,1.0
14340335646,119080705635,7,1.507142857142857,0.31558174334820743,2021-11-30,2022-01-31,2,0,2.5,1.25,2021-07-31,2021-11-30,4,2,5.8,1.45
14340335661,119062702701,11,1.0473240386809963,0.1666297667565194,2021-12-31,2022-02-28,2,0,2.37,1.19,2019-09-30,2020-01-31,4,25,4.8,1.2
14340335695,119081403616,1,0.19230769230769232,0.0,2020-06-30,2021-07-31,13,0,2.5,0.19,2020-06-30,2021-07-31,13,0,2.5,0.19
14340335828,119062806394,4,1.325,0.6408002808988148,2020-12-31,2021-02-28,2,1,4.6,2.3,2020-07-31,2020-10-31,3,5,1.5,0.5
14340335877,119080701044,10,1.605,0.4916553671017942,2021-10-31,2022-01-31,3,0,4.8,1.6,2019-09-30,2019-12-31,3,25,4.8,1.6
14340336008,119081405686,2,3.65,0.0,2021-03-31,2021-05-31,2,10,7.3,3.65,2021-03-31,2021-05-31,2,10,7.3,3.65
14340336016,119080700978,6,1.7195238095238095,0.5371895032093206,2021-07-31,2021-12-31,5,0,4.8,0.96,2020-12-31,2021-07-31,7,5,8.8,1.26
14340336180,119081403454,9,0.9149999999999999,0.25220753750692826,2021-11-30,2022-01-31,2,0,1.5,0.75,2021-01-31,2021-06-30,5,7,4.8,0.96
14340336255,119062701525,8,1.1520833333333331,0.47143674460808266,2021-08-31,2021-10-31,2,0,2.1,1.05,2020-04-30,2020-07-31,3,15,2.1,0.7
14340336396,119063002078,3,0.425,0.1241638702145945,2021-03-31,2021-09-30,6,0,3.0,0.5,2020-05-31,2021-03-31,10,6,2.5,0.25
14340336503,743691,12,0.9628248132353577,0.23962246404400767,2022-01-31,2022-03-31,2,0,2.37,1.19,2020-01-31,2020-04-30,3,23,2.5,0.83
14340337626,119091201892,5,1.0254482826306508,0.38151286818349195,2021-12-31,2022-02-28,2,0,2.85,1.42,2020-04-30,2021-05-31,13,9,4.8,0.37
14340337691,119081404711,2,1.218344704033016,0.03165529596698402,2022-01-31,2022-03-31,2,0,2.37,1.19,2020-05-31,2020-07-31,2,20,2.5,1.25
14340337741,119062806351,7,0.5722983793277966,0.2734795310852681,2021-12-31,2022-02-28,2,0,1.42,0.71,2019-07-31,2020-11-30,16,15,1.5,0.09
14340337865,119062702491,1,0.8333333333333334,0.0,2021-09-30,2021-12-31,3,0,2.5,0.83,2021-09-30,2021-12-31,3,0,2.5,0.83
14340337881,119091801407,7,1.4440476190476192,0.9304879489435915,2021-10-31,2022-01-31,3,0,2.5,0.83,2021-04-30,2021-08-31,4,5,2.5,0.62
14340338699,119091201949,7,1.1857142857142857,0.8275239684549003,2021-09-30,2021-11-30,2,1,1.5,0.75,2019-12-31,2020-02-29,2,22,2.1,1.05
14340344671,739336,8,1.3010416666666667,1.395568616067579,2021-08-31,2021-12-31,4,0,2.5,0.62,2020-09-30,2021-02-28,5,10,1.5,0.3
14340346296,119080701060,8,1.46875,0.5862686564195634,2021-11-30,2022-01-31,2,0,2.0,1.0,2021-04-30,2021-07-31,3,6,4.8,1.6
14340346312,119080801650,9,1.4346803921134086,0.44379755148218175,2022-01-31,2022-03-31,2,0,3.32,1.66,2020-05-31,2020-08-31,3,19,5.0,1.67
14340346346,119062806361,8,1.5897916666666667,0.5263477657272909,2021-08-31,2022-01-31,5,0,4.8,0.96,2021-08-31,2022-01-31,5,0,4.8,0.96
14340346395,119080701079,8,0.9325,0.10215388718334056,2021-10-31,2021-12-31,2,0,2.0,1.0,2019-09-30,2020-02-29,5,22,4.8,0.96
14340346460,119081404620,2,0.6845238095238095,0.5654761904761905,2020-03-31,2021-12-31,21,0,2.5,0.12,2020-03-31,2021-12-31,21,0,2.5,0.12
14340346510,848819,9,0.825925925925926,0.19513545645239205,2021-10-31,2022-01-31,3,0,2.5,0.83,2020-02-29,2020-06-30,4,19,3.3,0.82
14340347062,119062806106,6,0.5178571428571429,0.09105391988558544,2021-09-30,2022-02-28,5,0,2.5,0.5,2019-12-31,2020-07-31,7,19,2.5,0.36
14340347104,119080801685,7,1.1547619047619049,0.515144785142841,2021-10-31,2021-12-31,2,0,2.5,1.25,2020-09-30,2020-12-31,3,12,2.1,0.7
14340347120,119080701907,10,1.56,0.4476605857119878,2021-11-30,2022-01-31,2,0,2.5,1.25,2019-10-31,2020-01-31,3,24,4.8,1.6
14340347146,119062806238,4,1.8,0.4415880433163923,2020-08-31,2020-10-31,2,17,4.8,2.4,2020-01-31,2020-03-31,2,24,3.3,1.65
14340347203,119082102385,7,1.4290476190476191,0.5060607727031746,2021-06-30,2021-10-31,4,0,4.8,1.2,2020-04-30,2020-09-30,5,13,4.8,0.96
14340347211,119081406100,7,0.5595238095238095,0.09671474291233285,2021-09-30,2021-12-31,3,0,1.5,0.5,2020-01-31,2020-07-31,6,17,4.0,0.67
14340347260,119080801626,4,1.4333333333333336,0.7168604389202189,2021-06-30,2021-09-30,3,6,1.8,0.6,2021-06-30,2021-09-30,3,6,1.8,0.6
14340349563,119101803748,10,1.216802046725943,0.0972602227637855,2022-01-31,2022-03-31,2,0,2.14,1.07,2020-01-31,2020-03-31,2,24,2.5,1.25
14340350181,119100102665,2,1.35,0.0,2019-12-31,2020-02-29,2,25,2.7,1.35,2019-12-31,2020-02-29,2,25,2.7,1.35
14340351759,119111803428,4,1.7041666666666666,0.7746302881590245,2021-02-28,2021-04-30,2,0,2.5,1.25,2020-11-30,2021-02-28,3,2,2.0,0.67
14340351874,851465,7,2.330241896638983,1.4927428214871825,2021-12-31,2022-02-28,2,0,7.12,3.56,2020-03-31,2020-09-30,6,17,4.8,0.8
14340352054,119101803640,3,1.0248924368630505,0.4475831088152948,2021-12-31,2022-02-28,2,0,2.85,1.42,2019-11-30,2020-02-29,3,24,1.2,0.4
14340352617,119101803594,9,1.4702654411275848,0.3983106336032565,2021-12-31,2022-02-28,2,1,3.32,1.66,2019-11-30,2020-01-31,2,26,4.8,2.4
14340366583,119091203682,4,0.6666666666666667,0.3118047822311618,2021-08-31,2022-01-31,5,0,2.5,0.5,2021-02-28,2021-08-31,6,5,2.0,0.33
14340376020,738084,7,5.721924254532789,2.666133296044776,2022-01-31,2022-03-31,2,0,14.24,7.12,2020-05-31,2020-08-31,3,19,2.5,0.83
14340377309,756430,8,1.3041666666666667,0.11509356097444275,2021-11-30,2022-01-31,2,0,2.5,1.25,2020-03-31,2020-06-30,3,19,4.8,1.6
14340378356,119091201922,2,3.412013644839619,1.9879863551603805,2022-01-31,2022-03-31,2,0,2.85,1.42,2019-10-31,2019-12-31,2,27,10.8,5.4
14340387308,119080701532,9,0.8888888888888888,0.1712337223046938,2021-10-31,2021-12-31,2,1,2.0,1.0,2020-02-29,2020-06-30,4,19,2.0,0.5
14340387332,119080802126,2,0.3914529914529915,0.25299145299145304,2020-11-30,2021-12-31,13,3,1.8,0.14,2020-11-30,2021-12-31,13,3,1.8,0.14
14340387910,119080701338,6,0.8222222222222223,0.21314806770278755,2021-07-31,2021-10-31,3,0,2.0,0.67,2020-02-29,2020-10-31,8,12,4.8,0.6
14340387928,119062806424,10,1.5809641456210168,0.6051298848864816,2021-12-31,2022-03-31,3,0,4.75,1.58,2020-01-31,2020-06-30,5,21,4.8,0.96
14340391664,119062701630,2,5.2,0.0,2019-08-31,2019-10-31,2,29,10.4,5.2,2019-08-31,2019-10-31,2,29,10.4,5.2
14340391730,119062806327,7,1.1904761904761905,0.145802960879951,2021-07-31,2021-10-31,3,0,2.5,0.83,2021-07-31,2021-10-31,3,0,2.5,0.83
14340391862,119080703081,8,1.1366666666666667,0.2320006585239696,2021-09-30,2022-01-31,4,0,4.3,1.08,2020-12-31,2021-05-31,5,8,4.3,0.86
14340391953,119080703071,9,2.26562122614413,1.143985701812208,2021-12-31,2022-02-28,2,0,9.5,4.75,2019-12-31,2020-04-30,4,22,4.3,1.08
14340392134,119081403519,4,0.3822222222222222,0.219034074805556,2021-10-31,2021-12-31,2,0,1.5,0.75,2020-08-31,2021-05-31,9,7,1.7,0.19
14340392266,119082708933,9,1.0777538748584556,0.19548910362941727,2021-12-31,2022-03-31,3,0,2.85,0.95,2020-03-31,2020-06-30,3,21,2.5,0.83
14340392308,119062703072,7,0.6488095238095238,0.12766434874718582,2021-10-31,2022-02-28,4,0,2.5,0.62,2019-10-31,2020-03-31,5,23,2.5,0.5
14340392332,119082708925,3,2.6833333333333336,0.28333333333333355,2020-01-31,2020-07-31,6,20,17.8,2.97,2020-01-31,2020-07-31,6,20,17.8,2.97
14340392373,119080705902,7,0.6845238095238094,0.2355518921120164,2021-07-31,2021-11-30,4,3,2.5,0.62,2020-05-31,2021-02-28,9,12,1.5,0.17
14340392423,119080701052,10,0.7441666666666665,0.17989387303506352,2021-11-30,2022-01-31,2,0,2.0,1.0,2020-04-30,2020-08-31,4,17,1.7,0.42
14340404418,119080701788,2,0.23529411764705882,0.16470588235294115,2020-07-31,2021-12-31,17,0,1.2,0.07,2020-07-31,2021-12-31,17,0,1.2,0.07
14340404731,119080801286,4,0.9541666666666667,0.2475925752790931,2021-08-31,2021-11-30,3,0,2.0,0.67,2021-08-31,2021-11-30,3,0,2.0,0.67
14340405894,119080701672,4,1.1625,0.8010734985006057,2021-09-30,2022-02-28,5,0,2.0,0.4,2021-09-30,2022-02-28,5,0,2.0,0.4
14340411066,119081403500,7,1.0880952380952382,0.2748324577239634,2021-09-30,2021-12-31,3,0,2.4,0.8,2020-08-31,2020-11-30,3,13,2.5,0.83
14340411181,881059,8,0.8020833333333333,0.279314326620665,2021-09-30,2022-01-31,4,0,3.0,0.75,2021-09-30,2022-01-31,4,0,3.0,0.75
14340411207,119062806289,8,1.0740418366668518,0.6696588195766506,2021-12-31,2022-02-28,2,1,4.04,2.02,2019-12-31,2020-06-30,6,21,2.5,0.42
14340411363,119080703101,6,2.9892857142857143,4.385201905077954,2021-11-30,2022-01-31,2,0,25.0,12.5,2019-11-30,2020-06-30,7,19,1.5,0.21
14340411454,119062703129,3,0.34659710547783146,0.16933374249758693,2021-11-30,2022-02-28,3,0,1.19,0.4,2019-10-31,2021-07-31,21,7,2.5,0.12
14340411462,119080901752,9,1.1805555555555556,0.19641855032959651,2021-07-31,2021-11-30,4,0,2.5,0.62,2021-07-31,2021-11-30,4,0,2.5,0.62
14340411504,119081403543,6,1.3055555555555556,0.5541649262016667,2021-09-30,2021-11-30,2,2,2.5,1.25,2020-07-31,2020-10-31,3,15,2.5,0.83
14340411637,834770,10,0.90733560747327,0.233416041245029,2022-01-31,2022-03-31,2,0,2.37,1.19,2019-12-31,2020-05-31,5,22,2.1,0.42
14340412072,119080701710,5,0.716,0.22555265460641336,2021-07-31,2021-11-30,4,1,4.3,1.08,2020-07-31,2021-01-31,6,11,4.8,0.8
14340412130,119081404426,5,1.275,0.7128288714691626,2021-06-30,2021-08-31,2,7,5.0,2.5,2019-09-30,2019-11-30,2,28,1.7,0.85
14340412510,119080700994,5,0.385,0.15132745950421556,2021-10-31,2022-01-31,3,0,1.5,0.5,2020-07-31,2021-07-31,12,6,1.5,0.12
14340412866,119081402970,4,0.6712962962962963,0.45478895149047455,2020-04-30,2021-10-31,18,5,2.5,0.14,2020-04-30,2021-10-31,18,5,2.5,0.14
14340414300,119062702793,2,0.19375,0.11875000000000001,2020-04-30,2021-12-31,20,0,1.5,0.08,2020-04-30,2021-12-31,20,0,1.5,0.08
14340414565,119080701941,6,1.4333333333333336,0.573488351136175,2021-03-31,2021-05-31,2,7,4.8,2.4,2020-11-30,2021-03-31,4,9,2.0,0.5
14340414698,119080703098,7,1.095578231292517,0.5505238377259284,2021-07-31,2021-09-30,2,2,2.5,1.25,2019-09-30,2020-04-30,7,19,2.0,0.29
14340414748,119081402946,9,1.271834663823644,0.057769090438060604,2021-12-31,2022-02-28,2,1,2.85,1.42,2020-04-30,2020-06-30,2,21,2.5,1.25
14340414763,119062702531,2,1.65,0.09999999999999992,2020-01-31,2020-03-31,2,6,3.5,1.75,2019-10-31,2019-12-31,2,9,3.1,1.55
14340414904,119080701583,11,1.8718223166180665,0.4551687813253463,2022-01-31,2022-03-31,2,0,4.75,2.37,2020-02-29,2020-06-30,4,21,4.8,1.2
14340415141,119091202716,3,0.40865384615384615,0.21634615384615383,2020-11-30,2021-03-31,4,12,2.5,0.62,2019-10-31,2020-11-30,13,16,2.5,0.19
14340415240,738009,7,2.266666666666667,0.29814239699997186,2021-10-31,2022-01-31,3,2,4.8,1.6,2021-10-31,2022-01-31,3,2,4.8,1.6
14340415331,119062702688,2,1.297764285555988,0.047764285555988106,2021-12-31,2022-03-31,3,0,4.04,1.35,2021-12-31,2022-03-31,3,0,4.04,1.35
14340417097,119091001125,6,1.0682687954511638,0.3527961036477722,2021-12-31,2022-02-28,2,1,2.85,1.42,2020-11-30,2021-05-31,6,10,2.5,0.42
14340417261,119080701559,4,1.2083333333333333,0.17420454133639063,2020-07-31,2021-07-31,12,0,14.2,1.18,2020-07-31,2021-07-31,12,0,14.2,1.18
14340417683,740573,2,1.125,0.07499999999999996,2020-10-31,2020-12-31,2,14,2.4,1.2,2019-11-30,2020-01-31,2,25,2.1,1.05
14340417766,119062702475,5,1.25,0.7273238618387272,2021-07-31,2021-09-30,2,1,2.5,1.25,2019-10-31,2021-01-31,15,9,1.5,0.1
14340417774,119081403632,1,0.09130434782608696,0.0,2020-01-31,2021-12-31,23,0,2.1,0.09,2020-01-31,2021-12-31,23,0,2.1,0.09
14340417824,119091201914,10,1.1216343977255818,0.24567908062839616,2021-12-31,2022-02-28,2,0,2.85,1.42,2020-07-31,2020-11-30,4,15,2.5,0.62
14340418426,119083006320,3,0.44675925925925924,0.21489162898657735,2021-03-31,2021-12-31,9,0,2.5,0.28,2021-03-31,2021-12-31,9,0,2.5,0.28
14340420554,119080701761,8,0.88125,0.28716012519150363,2021-09-30,2021-12-31,3,0,4.3,1.43,2020-12-31,2021-06-30,6,6,3.8,0.63
14340425199,119080901930,7,1.3679659196080978,0.4751369216573675,2021-12-31,2022-02-28,2,1,4.75,2.37,2021-01-31,2021-04-30,3,11,2.5,0.83
14340425348,498158,5,1.7919999999999998,0.548685702383432,2021-10-31,2022-01-31,3,0,4.8,1.6,2021-05-31,2021-10-31,5,3,4.8,0.96
14340425504,119082705438,5,1.3248924368630506,0.5998117735521036,2021-12-31,2022-02-28,2,0,4.75,2.37,2020-07-31,2020-12-31,5,14,2.5,0.5
14340425850,119080701664,10,1.225,0.5468216243793664,2021-10-31,2021-12-31,2,0,2.0,1.0,2020-02-29,2020-05-31,3,19,2.5,0.83
14340426015,119080701028,9,1.1904761904761905,0.5079637889499149,2021-10-31,2022-02-28,4,0,2.0,0.5,2020-11-30,2021-06-30,7,8,4.3,0.61
14340468538,738026,1,4.8,0.0,2021-10-31,2021-12-31,2,2,9.6,4.8,2021-10-31,2021-12-31,2,2,9.6,4.8
14340479071,119111803517,3,2.079282000658625,1.3590444363575647,2022-01-31,2022-03-31,2,0,7.12,3.56,2020-01-31,2020-10-31,9,17,2.5,0.28
14340480921,119102101836,2,1.0416666666666667,0.2083333333333333,2020-10-31,2021-01-31,3,0,2.5,0.83,2020-10-31,2021-01-31,3,0,2.5,0.83
14340538736,848815,2,0.9318181818181818,0.8181818181818181,2020-03-31,2022-01-31,22,1,2.5,0.11,2020-03-31,2022-01-31,22,1,2.5,0.11
14340539239,737359,6,0.7609126984126985,0.46069040208522277,2021-07-31,2022-02-28,7,0,2.5,0.36,2020-09-30,2021-07-31,10,7,2.5,0.25
14340539338,119081404280,8,2.1895833333333337,1.4772096795986682,2021-10-31,2021-12-31,2,2,2.5,1.25,2019-11-30,2020-02-29,3,24,14.2,4.73
14340540765,746488,4,0.6145833333333334,0.2454003956122864,2021-10-31,2021-12-31,2,0,2.0,1.0,2020-07-31,2021-01-31,6,11,2.0,0.33
14340550418,119080705678,8,1.328125,0.1822380873640609,2021-08-31,2021-12-31,4,0,4.8,1.2,2020-05-31,2020-09-30,4,15,4.8,1.2
14340551010,119081402873,9,1.6610633052724668,0.8451616208573094,2021-12-31,2022-02-28,2,0,3.8,1.9,2019-11-30,2020-02-29,3,24,4.8,1.6
14340551226,119080701737,10,1.7458333333333331,0.5903300630438307,2021-11-30,2022-01-31,2,0,4.8,2.4,2021-07-31,2021-11-30,4,2,4.3,1.08
14340560318,120012904717,3,1.9866666666666666,1.3953573815414537,2021-08-31,2021-12-31,4,0,4.0,1.0,2020-09-30,2021-02-28,5,10,19.8,3.96
14340570374,119101603031,2,1.25,0.0,2019-11-30,2020-01-31,2,26,2.5,1.25,2019-11-30,2020-01-31,2,26,2.5,1.25
14340593947,755182,1,0.24,0.0,2020-02-29,2020-12-31,10,14,2.4,0.24,2020-02-29,2020-12-31,10,14,2.4,0.24
14340597013,119080701011,6,1.363888888888889,1.5386431813471806,2021-09-30,2021-11-30,2,0,9.6,4.8,2020-12-31,2021-09-30,9,2,4.8,0.53
14340597088,119080700961,3,0.2318627450980392,0.12493558509453688,2021-08-31,2021-12-31,4,0,1.5,0.38,2019-09-30,2021-02-28,17,10,1.2,0.07
14340597104,119080801642,1,0.2866666666666667,0.0,2020-05-31,2021-08-31,15,0,4.3,0.29,2020-05-31,2021-08-31,15,0,4.3,0.29
14340597427,119091201973,7,1.2582872348460694,0.21667702301418004,2022-01-31,2022-03-31,2,0,2.85,1.42,2020-10-31,2021-02-28,4,13,4.8,1.2
14340597484,778778,4,0.6990740740740741,0.4228451382881644,2020-12-31,2021-09-30,9,6,2.0,0.22,2020-12-31,2021-09-30,9,6,2.0,0.22
14340597500,119062702815,8,0.7520609243464689,0.1424395593978601,2021-12-31,2022-03-31,3,0,2.37,0.79,2021-08-31,2021-12-31,4,3,2.1,0.52
14340597609,119062806343,5,0.47843445376288934,0.31052478045583176,2021-11-30,2022-02-28,3,0,1.19,0.4,2020-02-29,2020-12-31,10,14,2.5,0.25
14340597658,119062806130,3,0.6342592592592592,0.29491867238209235,2021-11-30,2022-01-31,2,0,2.0,1.0,2020-10-31,2021-07-31,9,6,2.5,0.28
14340597757,119080705910,8,1.0145564425490958,0.5981155354382142,2021-12-31,2022-03-31,3,0,2.85,0.95,2020-01-31,2020-09-30,8,18,4.0,0.5
14340597781,742848,2,0.7583333333333333,0.09166666666666667,2020-06-30,2020-09-30,3,17,2.0,0.67,2020-06-30,2020-09-30,3,17,2.0,0.67
14340597799,119062702882,8,1.64158983585456,0.9827613595931068,2021-11-30,2022-01-31,2,2,4.75,2.37,2019-11-30,2020-08-31,9,19,4.8,0.53
14340597807,119062701401,8,0.9144345238095238,0.35761300280026925,2021-06-30,2022-01-31,7,0,2.5,0.36,2021-06-30,2022-01-31,7,0,2.5,0.36
14340602946,119101603201,3,0.7365079365079366,0.3667302219364146,2020-09-30,2021-03-31,6,0,2.5,0.42,2019-12-31,2020-07-31,7,8,3.8,0.54
14340633214,400185,4,6.058333333333334,5.244487847042624,2021-08-31,2021-10-31,2,4,23.8,11.9,2020-12-31,2021-03-31,3,11,32.0,10.67
14340646596,119101803500,5,1.0293333333333332,0.44172590797662953,2021-03-31,2021-08-31,5,0,4.3,0.86,2020-01-31,2020-06-30,5,14,4.3,0.86
14340646620,119101804108,9,2.3692643129035624,0.5749112535647878,2022-01-31,2022-03-31,2,0,4.75,2.37,2019-12-31,2020-03-31,3,24,3.3,1.1
14340654160,119101803411,5,0.6386666666666667,0.1823988304056069,2021-05-31,2021-07-31,2,1,2.0,1.0,2020-01-31,2020-06-30,5,14,2.5,0.5
14340654756,119101404665,5,2.0,0.5059644256269407,2021-09-30,2021-12-31,3,0,4.8,1.6,2019-12-31,2020-04-30,4,20,4.8,1.2
14340665026,498034,3,2.89,1.91,2020-05-31,2020-10-31,5,17,4.9,0.98,2020-05-31,2020-10-31,5,17,4.9,0.98
14340689489,119080705880,4,1.1497549019607842,0.7998315900088026,2021-06-30,2021-08-31,2,0,2.5,1.25,2019-10-31,2021-03-31,17,5,4.8,0.28
14340763920,119122008476,6,0.8888888888888888,0.34849765750138206,2021-06-30,2021-12-31,6,0,2.1,0.35,2019-12-31,2020-06-30,6,18,6.6,1.1
14340764001,119122008344,7,3.086964076529197,1.0079633500328582,2022-01-31,2022-03-31,2,0,8.54,4.27,2020-03-31,2020-08-31,5,19,9.6,1.92
14340764043,119122008425,5,2.83489243686305,2.1222627086120385,2021-12-31,2022-02-28,2,0,4.75,2.37,2020-06-30,2020-10-31,4,16,4.8,1.2
14340765024,746252,4,1.6333333333333335,0.5421151989096864,2020-08-31,2020-10-31,2,17,4.8,2.4,2020-02-29,2020-04-30,2,23,2.5,1.25
14340766089,738028,3,0.5388888888888889,0.33783990656690605,2021-02-28,2021-12-31,10,0,2.0,0.2,2021-02-28,2021-12-31,10,0,2.0,0.2
14340766261,120011502461,3,4.85,0.050000000000000044,2021-10-31,2021-12-31,2,3,9.8,4.9,2020-03-31,2020-05-31,2,22,9.6,4.8
14340769265,119122008417,5,1.3343077730394066,0.30639383700242245,2021-11-30,2022-01-31,2,2,2.37,1.19,2020-07-31,2020-09-30,2,18,3.7,1.85
14340769430,119122008514,6,0.873059474735678,0.3764989404947194,2022-01-31,2022-03-31,2,0,1.9,0.95,2020-09-30,2021-05-31,8,10,4.8,0.6
14340769539,119122008352,2,1.4623386552945759,0.037661344705424205,2021-12-31,2022-02-28,2,1,2.85,1.42,2021-09-30,2021-11-30,2,4,3.0,1.5
