meter_number,poc_number,branch,vending_category,location,first_transaction_month,last_transaction_month,is_violation,lifetime_total_units,lifetime_total_transactions,lifetime,total_blank_periods,avg_monthly_units_over_blank_periods,std_monthly_units_over_blank_periods,last_blank_period_start,last_blank_period_end,last_blank_period_length,months_since_last_blank_period,total_units_before_last_blank_period,monthly_units_over_last_blank_period,longest_blank_period_start,longest_blank_period_end,longest_blank_period_length,months_since_longest_blank_period,total_units_before_longest_blank_period,monthly_units_over_longest_blank_period,lifetime_monthly_units,idle,units_avg_3,units_avg_6,units_avg_12,units_std_3,units_std_6,units_std_12,transaction_month,rel_units_avg_3_6,rel_units_avg_3_12,rel_units_avg_6_12,rel_units_avg_3_6_df,rel_units_avg_3_6_ddf,rel_units_avg_3_12_df,rel_units_avg_3_12_ddf,rel_units_avg_6_12_df,rel_units_avg_6_12_ddf,cv_monthly_units_over_blank_periods,rel_units_avg_3_lifetime,rel_units_avg_6_lifetime,rel_units_avg_12_lifetime
7080337566,498131,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-05-31,2022-03-31,0,1395.4407155282415,140.0,118.98188874514877,18.0,4.01853760287857,2.623792289159312,2021-12-31,2022-03-31,3.0,0.0,9.5,3.17,2020-04-30,2021-03-31,11.0,12.0,9.6,0.87,11.728177542358418,0,2.3745,1.3568,2.3915,4.1127,3.3236,4.1422,2022-02-28,0.75,-0.007,-0.433,0.0,-0.88,0.0,0.0,0.0,0.574,0.653,-0.7975388766563205,-0.8843128017887116,-0.7960893760891093
7080367217,497993,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-07-31,2022-03-31,0,2137.2312057079616,582.0,104.98570812542351,3.0,2.7003289473684213,2.0371710526315794,2014-04-30,2015-11-30,19.0,76.0,12.6,0.66,2014-04-30,2015-11-30,19.0,76.0,12.6,0.66,20.357353813860747,0,21.3644,21.4368,21.0715,1.7533,2.4104,2.1906,2022-02-28,-0.003,0.014,0.017,-0.013999999999999999,0.04400000000000001,-0.044000000000000004,0.022999999999999993,-0.03,-0.024,0.754,0.04946842282878549,0.05302487720207966,0.03508050175229606
7096121384,497803,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-07-31,2012-12-31,0,111.89999999999998,16.0,18.051684839524427,5.0,4.99,1.5438264151127872,2012-10-31,2012-12-31,2.0,0.0,6.3,3.15,2011-07-31,2011-09-30,2.0,15.0,15.1,7.55,6.198867363061496,0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309,-1.0,-1.0,-1.0
7099377231,498023,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2012-02-29,2022-02-28,0,1024.8919065740895,105.0,120.98603667426435,28.0,6.771089029413084,3.5133531991358367,2021-12-31,2022-02-28,2.0,0.0,7.45,3.72,2020-02-29,2020-05-31,3.0,21.0,7.4,2.47,8.47115861257153,0,3.723,5.0417,6.116,3.723,3.2477,3.3029,2022-02-28,-0.262,-0.391,-0.176,-0.03900000000000001,-0.015000000000000013,-0.030000000000000027,0.18599999999999997,0.0020000000000000018,0.247,0.519,-0.5605087603394744,-0.4048393814137868,-0.2780208375600928
7099606084,498066,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-12-31,2022-03-31,0,2745.542243152021,341.0,123.9758311258958,9.0,14.6125,6.350086121463235,2020-10-31,2020-12-31,2.0,15.0,20.8,10.4,2012-09-30,2012-11-30,2.0,112.0,13.6,6.8,22.14578614410707,0,19.5917,17.0953,17.9639,5.8746,7.6088,6.4538,2022-02-28,0.146,0.091,-0.048,-0.038000000000000006,-0.062,-0.11299999999999999,-0.17099999999999996,-0.065,-0.094,0.435,-0.11533057022618752,-0.22805630431191481,-0.18883439571278707
7099623105,498021,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2012-01-31,2022-03-31,0,1672.0031646777795,202.0,122.95732971929608,19.0,8.150925925925925,5.985946690761328,2021-01-31,2021-03-31,2.0,12.0,3.8,1.9,2014-12-31,2015-04-30,4.0,83.0,31.6,7.9,13.598239067934042,0,14.9647,12.637,12.1049,2.2213,3.6098,3.8687,2022-02-28,0.184,0.236,0.044,-0.006000000000000005,-0.14800000000000002,-0.01100000000000001,-0.098,-0.0040000000000000036,0.05499999999999999,0.734,0.10048807976087178,-0.07068849599803961,-0.10981856257075805
7099625514,498063,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2012-04-30,2021-12-31,0,656.0238261568995,145.0,117.04345058420093,23.0,3.774466403162055,4.424954227593376,2021-08-31,2021-11-30,3.0,1.0,2.0,0.67,2013-03-31,2014-02-28,11.0,94.0,1.3,0.12,5.604959721218718,0,1.431,1.1034,1.127,1.5553,1.3807,1.4453,2022-02-28,0.297,0.27,-0.021,0.0,0.0,0.0,0.0,0.0,0.0,1.172,-0.7446904043605063,-0.8031386388339502,-0.7989280822601612
7100242895,498073,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-07-31,2015-04-30,0,927.4,185.0,33.95344873611368,1.0,79.8,0.0,2015-02-28,2015-04-30,2.0,0.0,159.6,79.8,2015-02-28,2015-04-30,2.0,0.0,159.6,79.8,27.313867501583005,0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
7100243125,498122,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2012-08-31,2022-03-31,0,2790.618908813159,1062.0,115.95923940943348,0.0,3.9868,0.1596,9999-99-99,9999-99-99,0.0,0.0,3.9868,3.9868,9999-99-99,9999-99-99,0.0,0.0,3.9868,3.9868,24.065515805600718,0,3.9868,4.2496,4.9789,0.1596,1.2482,1.7283,2022-02-28,-0.062,-0.199,-0.146,0.10900000000000001,0.10100000000000003,0.11299999999999999,0.172,0.02400000000000002,0.10400000000000004,0.04,-0.8343355682793153,-0.8234153784889581,-0.7931106052237089
7100244578,400925,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2012-11-30,2012-12-31,0,10.3,4.0,2.018501406599725,0.0,0.0,0.0,9999-99-99,9999-99-99,0.0,0.0,0.0,0.0,9999-99-99,9999-99-99,0.0,0.0,0.0,0.0,5.102795552345395,0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0,-1.0,-1.0
7100261358,498103,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-08-31,2022-03-31,0,1559.9916310733113,402.0,115.95923940943348,5.0,3.81875,1.4747219017496147,2019-09-30,2019-11-30,2.0,28.0,9.6,4.8,2012-09-30,2013-01-31,4.0,110.0,5.1,1.27,13.452930866209211,0,8.5482,8.3133,8.2911,2.2196,2.2546,2.1068,2022-02-28,0.028,0.031,0.003,-0.0019999999999999983,-0.08,-0.054000000000000006,-0.10500000000000001,-0.051,-0.019000000000000003,0.386,-0.3645845589327164,-0.38204543807764807,-0.38369563610667096
7100265037,498027,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-12-31,2022-03-31,0,361.9674062456359,119.0,111.95094355120229,6.0,3.0714285714285707,2.6836504228078466,2021-04-30,2021-06-30,2.0,9.0,15.3,7.65,2012-12-31,2017-08-31,56.0,55.0,3.2,0.06,3.2332680258303066,0,15.9928,17.0959,12.9059,3.019,3.2209,6.4504,2022-02-28,-0.065,0.239,0.325,-0.091,0.057999999999999996,-0.123,0.11499999999999999,-0.0020000000000000018,0.032999999999999974,0.874,3.9463267110041187,4.287498550513688,2.991596086960886
7100398606,498114,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2012-06-30,2018-09-30,0,325.4,99.0,76.00770036345716,8.0,1.146923076923077,0.7190732036373968,2017-08-31,2018-09-30,13.0,0.0,2.8,0.22,2017-08-31,2018-09-30,13.0,0.0,2.8,0.22,4.281145179290876,1,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627,-1.0,-1.0,-1.0
7100437115,498086,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-07-31,2022-02-28,0,660.2725097946486,204.0,103.9672067188238,14.0,2.454953901512736,1.653866477109531,2021-12-31,2022-02-28,2.0,0.0,5.7,2.85,2015-12-31,2016-05-31,5.0,69.0,40.3,8.06,6.350776659608985,0,6.5431,5.1104,4.181,6.1984,5.1852,4.3814,2022-02-28,0.28,0.565,0.222,0.41000000000000003,0.5870000000000001,0.821,1.197,0.367,0.5820000000000001,0.674,0.03028343629436596,-0.19531101880779322,-0.34165532436509544
7100475180,498120,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2012-08-31,2022-03-31,0,1737.555938706956,747.0,115.95923940943348,3.0,2.1,1.1,2020-04-30,2020-06-30,2.0,21.0,2.0,1.0,2014-09-30,2014-11-30,2.0,88.0,6.4,3.2,14.984195718738071,0,35.9239,33.6708,33.458,2.3586,3.2138,5.7211,2022-02-28,0.067,0.074,0.006,-0.027999999999999997,-0.021999999999999992,0.0,-0.028999999999999998,0.025,-0.006999999999999999,0.524,1.397452667751554,1.2470875736022262,1.2328859438321418
7100610380,498117,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2012-11-30,2022-03-31,0,1978.1424772518328,484.0,112.969444957802,11.0,1.524333333333333,1.1577881690725829,2018-03-31,2018-05-31,2.0,46.0,9.4,4.7,2015-11-30,2016-11-30,12.0,64.0,9.2,0.77,17.51042043262882,0,63.9415,56.7523,50.6055,6.5435,11.8482,11.7672,2022-02-28,0.127,0.264,0.121,-0.04200000000000001,-0.05600000000000002,-0.020999999999999963,-0.10799999999999993,0.021999999999999992,-0.040000000000000015,0.76,2.6516256274950294,2.2410586723690584,1.890021984035403
7100633697,498028,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-08-31,2019-08-31,0,296.99999999999994,67.0,84.97708371835151,13.0,2.639529914529914,1.4510770445038843,2018-02-28,2019-08-31,18.0,0.0,1.9,0.11,2018-02-28,2019-08-31,18.0,0.0,1.9,0.11,3.4950599267960087,1,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,-1.0,-1.0,-1.0
7100652630,498123,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2012-08-31,2022-01-31,0,834.9078663654955,217.0,114.0208012484856,6.0,2.9597222222222226,4.049458173251525,2019-07-31,2019-09-30,2.0,28.0,2.2,1.1,2012-08-31,2014-04-30,20.0,93.0,28.5,1.42,7.322417113575446,0,2.827,3.6154,4.109,1.6331,2.2404,1.9155,2022-02-28,-0.218,-0.312,-0.12,-0.013000000000000012,0.23199999999999998,-0.014000000000000012,0.12399999999999997,-0.002999999999999989,-0.07799999999999999,1.368,-0.6139252986887535,-0.5062559338094514,-0.43884649887233396
14102656171,497879,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-07-31,2022-03-31,0,667.6848792663177,86.0,104.98570812542351,29.0,5.605616346498709,2.341454102917218,2021-12-31,2022-02-28,2.0,1.0,9.5,4.75,2020-02-29,2020-06-30,4.0,21.0,16.7,4.18,6.359769259913484,0,4.7478,4.7702,4.3826,4.7478,5.7123,5.3349,2022-02-28,-0.005,0.083,0.088,0.499,1.2510000000000001,0.42200000000000004,1.121,-0.24400000000000002,-0.4860000000000001,0.418,-0.25346348177660344,-0.24994134141512983,-0.31088694874134165
14102656205,497891,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2013-06-30,2022-03-31,0,12146.563637569208,140.0,106.00420953202324,13.0,91.58467464964566,12.17060029779687,2022-01-31,2022-03-31,2.0,0.0,176.65,88.33,2017-06-30,2017-10-31,4.0,53.0,396.5,99.12,114.58567250482449,0,91.603,102.8303,104.1593,85.211,85.386,85.8936,2022-02-28,-0.109,-0.121,-0.013,-0.429,-0.858,-0.263,-0.5249999999999999,0.12200000000000001,0.244,0.133,-0.2005719563574306,-0.10259024752269572,-0.09099193884283828
14102699759,497845,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-05-31,2022-03-31,0,497.48122846968727,195.0,106.9898560545391,13.0,2.3401579115685407,1.815140548539556,2022-01-31,2022-03-31,2.0,0.0,16.68,8.34,2013-09-30,2013-12-31,3.0,99.0,3.2,1.07,4.64979809128906,0,12.8276,9.8301,7.5925,11.9826,9.8442,8.137,2022-02-28,0.305,0.69,0.295,0.04299999999999998,0.07999999999999996,-0.131,-0.13,-0.14800000000000002,-0.18799999999999994,0.776,1.7587434439424903,1.1140917964622434,0.632866599997923
14102718823,498110,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-08-31,2022-02-28,0,149.95308228143685,58.0,102.94870531222406,28.0,1.0864795918367345,0.3540631235891098,2021-08-31,2021-11-30,3.0,3.0,4.3,1.43,2017-12-31,2018-07-31,7.0,43.0,4.7,0.67,1.4565805546233666,0,2.1383,1.8362,1.4794,2.1222,2.111,1.847,2022-02-28,0.165,0.445,0.241,0.047000000000000014,0.047000000000000014,0.08800000000000002,-0.055999999999999966,0.026999999999999996,-0.102,0.326,0.4680272870681761,0.2606237218886896,0.0156664492768366
14102792489,497852,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2013-09-30,2022-03-31,0,1551.4210766090978,268.0,102.98156019630794,11.0,4.005,3.4931683326172527,2020-03-31,2020-05-31,2.0,22.0,2.0,1.0,2013-10-31,2013-12-31,2.0,99.0,22.0,11.0,15.065037601408555,0,4.4901,5.1372,6.1634,0.4494,0.8208,1.6735,2022-02-28,-0.126,-0.271,-0.166,-0.036000000000000004,-0.04500000000000001,-0.04600000000000001,-0.037000000000000005,-0.017000000000000015,0.001999999999999974,0.872,-0.701952287222955,-0.6589985278550065,-0.5908805432106102
14103001450,498353,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-12-31,2022-03-31,0,1154.7454668746202,216.0,99.95891086059262,15.0,2.6133046498301464,1.043006785950364,2021-12-31,2022-03-31,3.0,0.0,5.7,1.9,2019-01-31,2019-07-31,6.0,32.0,20.7,3.45,11.552201368871279,0,1.4247,2.1141,2.4332,2.4676,2.4704,2.4508,2022-02-28,-0.326,-0.414,-0.131,-0.263,-0.263,-0.493,-0.6319999999999999,-0.28200000000000003,-0.43,0.399,-0.8766728561502558,-0.8169959185704048,-0.7893734776337492
14103009776,498026,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-12-31,2022-03-31,0,1537.4188379532852,469.0,99.95891086059262,6.0,5.093333333333333,2.6160530065985537,2020-08-31,2020-10-31,2.0,17.0,9.6,4.8,2013-12-31,2014-03-31,3.0,96.0,6.4,2.13,15.38050809794678,0,11.2937,10.9821,10.7729,3.9995,3.3281,2.8528,2022-02-28,0.028,0.048,0.019,-0.13,-0.177,-0.09000000000000001,-0.09700000000000003,0.036000000000000004,0.07100000000000001,0.514,-0.26571346485571234,-0.28597287358367207,-0.2995745048605951
14103010576,497951,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2013-11-30,2022-03-31,0,1595.3443955840976,350.0,100.97741226719236,5.0,1.0,0.2357022603955158,2021-06-30,2021-09-30,3.0,6.0,2.0,0.67,2020-03-31,2020-06-30,3.0,21.0,4.0,1.33,15.799022373070123,0,4.4556,3.4032,2.8185,1.5703,2.0071,1.8695,2022-02-28,0.309,0.581,0.207,-0.25499999999999995,-0.31099999999999994,-0.05500000000000005,-0.2780000000000001,0.16099999999999998,0.05199999999999999,0.236,-0.7179825501358429,-0.7845942666806491,-0.8216028857073959
14103017621,498128,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-07-31,2022-03-31,0,3226.1476011045843,220.0,104.98570812542351,9.0,8.079100030682923,4.405020058755959,2022-01-31,2022-03-31,2.0,0.0,16.67,8.34,2020-10-31,2021-02-28,4.0,13.0,16.7,4.18,30.7293979219571,0,10.8435,15.982,15.0312,11.4082,10.6251,9.6111,2022-02-28,-0.322,-0.279,0.063,-0.12,0.07900000000000001,-0.20800000000000002,0.008999999999999952,-0.101,-0.11600000000000002,0.545,-0.6471294352222897,-0.47991171058446386,-0.5108527658701785
14103024262,498132,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-12-31,2022-03-31,0,908.9948184010728,166.0,99.95891086059262,17.0,2.4687982204383645,0.636990447816541,2021-12-31,2022-03-31,3.0,0.0,5.7,1.9,2021-02-28,2021-07-31,5.0,8.0,9.6,1.92,9.093684700794705,0,1.4247,1.4998,1.2749,2.4676,2.3835,2.2183,2022-02-28,-0.05,0.117,0.176,-0.251,-0.251,-0.14800000000000002,-0.14800000000000002,0.123,0.123,0.258,-0.8433308337735205,-0.8350723552281364,-0.8598038042941399
14103096930,400922,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2013-09-30,2022-03-31,0,1152.619065740903,51.0,102.98156019630794,5.0,20.5258083595089,12.269442554340332,2022-01-31,2022-03-31,2.0,0.0,74.46,37.23,2013-09-30,2019-06-30,69.0,33.0,17.2,0.25,11.192480125021705,0,37.2244,29.2568,29.4831,26.3254,27.8973,23.3787,2022-02-28,0.272,0.263,-0.008,0.195,0.23100000000000004,0.12100000000000002,0.08300000000000003,-0.068,-0.136,0.598,2.3258401698459856,1.613969350242046,1.6341882827281615
14103169554,507268,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-12-31,2022-02-28,0,1606.5684706981826,158.0,98.9404094539929,6.0,8.418055555555556,8.35997189082787,2020-01-31,2020-03-31,2.0,23.0,18.8,9.4,2014-06-30,2014-10-31,4.0,88.0,6.3,1.58,16.237738246325268,0,17.6671,15.8812,16.7474,3.0772,3.6564,3.048,2022-02-28,0.112,0.055,-0.052,0.154,0.132,0.169,0.15800000000000003,0.023,0.033,0.993,0.08802714589873437,-0.021957383529442945,0.031387484263091354
14103233277,497956,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-12-31,2022-01-31,0,1066.5913640017895,154.0,98.02047269964476,13.0,5.9268403360485005,2.1181561259705086,2021-11-30,2022-01-31,2.0,0.0,9.5,4.75,2014-04-30,2014-06-30,2.0,91.0,18.9,9.45,10.88131218536406,0,4.7478,6.8273,7.1826,4.7478,4.3182,4.1471,2022-02-28,-0.305,-0.339,-0.049,-0.177,-0.176,-0.23400000000000004,-0.13100000000000003,-0.076,0.03899999999999998,0.357,-0.5636739467519329,-0.3725664806140679,-0.33991416865504726
14103246204,498374,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-06-30,2022-02-28,0,1319.7467576322642,126.0,104.98570812542351,14.0,9.698214285714286,5.03275400577587,2021-10-31,2022-02-28,4.0,0.0,16.7,4.18,2021-10-31,2022-02-28,4.0,0.0,16.7,4.18,12.57072777997172,0,1.1867,5.421,5.9039,2.0554,5.7625,4.7591,2022-02-28,-0.781,-0.799,-0.082,-0.49600000000000005,-0.2930000000000001,-0.461,-0.22599999999999998,-0.008000000000000007,0.04299999999999999,0.519,-0.9055981466808384,-0.5687600515352027,-0.5303454101196612
14103251550,498042,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-02-28,2021-03-31,0,1157.8000000000002,301.0,86.0284400090351,4.0,4.0375,2.4298598210596425,2020-09-30,2021-03-31,6.0,0.0,9.6,1.6,2020-09-30,2021-03-31,6.0,0.0,9.6,1.6,13.458340054502939,0,0.0,0.0,0.4,0.0,0.0,1.3266,2022-02-28,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,-1.0,-1.0,-0.9702786526139108
14103254315,498354,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2014-04-30,2022-02-28,0,1032.7556885819697,420.0,94.99782336392944,3.0,3.366666666666667,1.6519348924485155,2017-01-31,2017-04-30,3.0,58.0,6.9,2.3,2017-01-31,2017-04-30,3.0,58.0,6.9,2.3,10.871361595576365,0,6.0389,6.1222,5.7213,1.5784,2.5511,2.4036,2022-02-28,-0.014,0.056,0.07,-0.20400000000000001,-0.24100000000000002,-0.366,-0.4779999999999999,-0.125,-0.184,0.491,-0.44451300355447,-0.4368506698837828,-0.4737273753889266
14103263993,497957,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-12-31,2022-01-31,0,631.3448796304996,145.0,98.02047269964476,5.0,2.638571428571429,2.0244455023133456,2018-10-31,2018-12-31,2.0,37.0,5.6,2.8,2015-03-31,2015-10-31,7.0,75.0,3.8,0.54,6.44094914299253,0,7.5862,8.4493,8.2121,5.5494,4.3117,3.6897,2022-02-28,-0.102,-0.076,0.029,-0.104,-0.093,-0.184,-0.287,-0.077,-0.191,0.767,0.17780777826098082,0.31180976784958275,0.2749828973474204
14235575793,499073,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2016-03-31,2022-03-31,0,1604.7986963657938,171.0,72.98505102774185,6.0,9.3,1.6745148551147582,2021-08-31,2021-10-31,2.0,5.0,18.7,9.35,2019-09-30,2019-11-30,2.0,28.0,12.5,6.25,21.988046507712994,0,11.8081,11.6475,12.086,6.4957,7.2694,7.4751,2022-02-28,0.014,-0.023,-0.036,-0.031,-0.077,-0.16699999999999998,-0.241,-0.132,-0.15700000000000003,0.18,-0.4629763951127746,-0.4702803636551216,-0.45033770982063104
14235576668,498092,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-03-31,2022-01-31,0,114.14675763226413,27.0,71.04661286679398,20.0,1.6689999999999998,0.6277040172990238,2021-05-31,2022-01-31,8.0,0.0,4.8,0.6,2021-05-31,2022-01-31,8.0,0.0,4.8,0.6,1.6066460176824904,1,1.1867,0.6781,0.7956,2.0554,1.661,1.779,2022-02-28,0.75,0.492,-0.148,0.0,-0.75,0.0,-1.492,0.0,-0.852,0.376,-0.2613805487086958,-0.577940633756945,-0.504806913754646
14235638369,498921,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-10-31,2022-03-31,0,309.9649533021071,182.0,77.97899340848888,15.0,2.5910714285714285,1.255687316872756,2021-07-31,2021-09-30,2.0,6.0,4.8,2.4,2019-11-30,2020-03-31,4.0,24.0,3.5,0.88,3.9749801806028957,0,3.4672,3.5241,2.8557,1.0982,1.4646,2.0447,2022-02-28,-0.016,0.214,0.234,-0.002,0.298,-0.0030000000000000027,0.31200000000000006,-0.0009999999999999731,-0.04499999999999996,0.485,-0.12774407859459547,-0.1134295418133405,-0.2815813236163435
14235639136,498982,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-10-31,2022-02-28,0,481.64157603333786,135.0,76.96049200188915,7.0,5.538095238095238,5.180356014346326,2021-09-30,2021-12-31,3.0,2.0,11.6,3.87,2016-04-30,2016-08-31,4.0,66.0,72.0,18.0,6.258296477906027,0,4.0354,3.9631,4.5035,2.3619,4.0013,3.2633,2022-02-28,0.018,-0.104,-0.12,0.28700000000000003,0.6070000000000001,0.264,0.527,0.015000000000000013,0.0010000000000000286,0.935,-0.3551919417294512,-0.3667446063012311,-0.2803952296125746
14235645448,497840,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-10-31,2020-02-29,0,203.9,49.0,52.97642662066983,9.0,1.2374338624338623,0.8373856707782947,2018-05-31,2018-12-31,7.0,14.0,4.4,0.63,2018-05-31,2018-12-31,7.0,14.0,4.4,0.63,3.8488817197882557,0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677,-1.0,-1.0,-1.0
14235670313,498918,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2015-09-30,2022-03-31,0,1063.972606842499,298.0,78.9974948150886,0.0,15.2501,7.199,9999-99-99,9999-99-99,0.0,0.0,15.2501,15.2501,9999-99-99,9999-99-99,0.0,0.0,15.2501,15.2501,13.468434781798665,0,15.2501,15.8572,16.2167,7.199,5.9297,4.8623,2022-02-28,-0.038,-0.06,-0.022,0.060000000000000005,0.209,0.034,0.226,-0.026,0.015,0.472,0.1322845042550222,0.17736026917021785,0.20405230917518039
14235718559,497989,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2016-01-31,2022-03-31,0,646.2983199854337,197.0,74.95634407277358,4.0,2.3833333333333333,0.6328945848682509,2020-08-31,2020-10-31,2.0,17.0,6.3,3.15,2020-03-31,2020-06-30,3.0,21.0,4.8,1.6,8.622329810508848,0,12.1129,10.9359,11.4543,1.8034,1.9429,2.2713,2022-02-28,0.108,0.057,-0.045,0.077,-0.03900000000000001,0.07300000000000001,0.05499999999999999,0.0,0.101,0.266,0.40482911999455923,0.26832309136115223,0.32844605248567066
14235823862,497997,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2015-09-30,2022-02-28,0,538.2831906952181,57.0,77.97899340848888,11.0,1.1353679653679654,0.8596468437541444,2021-11-30,2022-01-31,2.0,1.0,3.8,1.9,2019-10-31,2020-12-31,14.0,14.0,2.6,0.19,6.902925610689148,0,2.3458,1.3405,1.2653,1.561,1.6553,1.9619,2022-02-28,0.75,0.854,0.059,0.0,0.0,0.372,0.07700000000000001,0.212,0.043999999999999984,0.757,-0.660173072650886,-0.8058069758242445,-0.8167009075049732
14235824597,499122,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-10-31,2022-03-31,0,772.423283525516,91.0,77.97899340848888,14.0,5.748717948717949,2.275702779949372,2020-01-31,2020-04-30,3.0,23.0,16.7,5.57,2018-12-31,2019-03-31,3.0,36.0,9.5,3.17,9.905530319931383,0,19.8874,21.1071,19.7291,2.3586,3.9309,4.1258,2022-02-28,-0.058,0.008,0.07,0.04699999999999999,0.174,-0.033,0.147,-0.093,-0.061,0.396,1.0077067413527196,1.1308399770913236,0.9917257696240805
14235824605,497816,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2015-12-31,2022-03-31,0,1129.4134643123443,313.0,75.97484547937329,3.0,1.05,0.3500000000000001,2016-05-31,2016-08-31,3.0,67.0,4.2,1.4,2016-05-31,2016-08-31,3.0,67.0,4.2,1.4,14.865623709876097,0,14.1423,11.2242,10.5474,4.3137,5.1903,5.4799,2022-02-28,0.26,0.341,0.064,-0.14699999999999996,-0.13699999999999996,-0.03699999999999998,-0.31599999999999995,0.085,-0.118,0.333,-0.04865747472106067,-0.24495599921965522,-0.2904838568601229
14235858587,498005,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2015-12-31,2021-09-30,0,288.0999999999999,87.0,69.99525657611039,3.0,0.5007619047619049,0.4336788575362222,2019-08-31,2021-09-30,25.0,0.0,2.2,0.09,2019-08-31,2021-09-30,25.0,0.0,2.2,0.09,4.115993198578107,1,0.0,0.3286,0.1917,0.0,0.8048,0.6357,2022-02-28,-1.0,-1.0,0.714,0.0,1.75,0.0,2.999,0.0,0.0,0.866,-1.0,-0.9201650770187092,-0.9534255790154794
